NumeroControl,NombreCompleto,Promedio
2117v15335,Maria Bautista,22
2117v15336,Laura Bautista,49
2117v15337,Ali  Ontiveros,18
2117v15338,Ali  Sanchez,60
2117v15339,Ali  de la cuz ,75
2117v15340,Abelardo  Mede ,28
2117v15341,Pedro  Hernandez,7
2117v15342,Ali  Sanchez,58
2117v15343,Ali  Bautista,90
2117v15344,Laura de la cuz ,83
2117v15345,Ali  Vite,35
2117v15346,Laura Matias,17
2117v15347,Ali  Martinez,78
2117v15348,Abelardo  Ontiveros,59
2117v15349,Flor  Vite,22
2117v15350,Laura Hernandez,65
2117v15351,Flor  Martinez,70
2117v15352,Abelardo  Sanchez,47
2117v15353,Ali  Ontiveros,54
2117v15354,Ali  Vite,85
2117v15355,Uriel Sanchez,86
2117v15356,Abelardo  Bautista,69
2117v15357,Flor  de la cuz ,39
2117v15358,Laura Matias,70
2117v15359,Abelardo  Hernandez,37
2117v15360,Uriel Ontiveros,24
2117v15361,Maria Sanchez,77
2117v15362,Abelardo  de la cuz ,36
2117v15363,Abelardo  Ontiveros,17
2117v15364,Juan  Mede ,95
2117v15365,Ali  Santos,18
2117v15366,Flor  Bautista,95
2117v15367,Maria Matias,27
2117v15368,Ali  Mede ,92
2117v15369,Laura Vite,18
2117v15370,Abelardo  Hernandez,71
2117v15371,Laura Bautista,94
2117v15372,Said  Bautista,69
2117v15373,Juan  Martinez,63
2117v15374,Maria Martinez,60
2117v15375,Flor  Santos,84
2117v15376,Said  Ontiveros,73
2117v15377,Flor  Bautista,93
2117v15378,Said  Ontiveros,64
2117v15379,Uriel Sanchez,65
2117v15380,Laura de la cuz ,88
2117v15381,Emilio  Santos,86
2117v15382,Maria de la cuz ,69
2117v15383,Uriel Martinez,26
2117v15384,Said  Vite,65
2117v15385,Juan  Vite,9
2117v15386,Flor  de la cuz ,47
2117v15387,Ali  Matias,57
2117v15388,Juan  Matias,59
2117v15389,Ali  Vite,53
2117v15390,Flor  Santos,36
2117v15391,Ali  de la cuz ,69
2117v15392,Pedro  Santos,32
2117v15393,Abelardo  Bautista,79
2117v15394,Maria Bautista,52
2117v15395,Ali  Hernandez,5
2117v15396,Laura Ontiveros,68
2117v15397,Abelardo  Vite,47
2117v15398,Flor  Martinez,81
2117v15399,Laura Ontiveros,63
2117v15400,Abelardo  Hernandez,17
2117v15401,Juan  Matias,9
2117v15402,Said  Martinez,91
2117v15403,Laura de la cuz ,62
2117v15404,Flor  Sanchez,27
2117v15405,Pedro  Mede ,18
2117v15406,Pedro  Ontiveros,44
2117v15407,Abelardo  Santos,99
2117v15408,Emilio  Santos,53
2117v15409,Abelardo  Sanchez,38
2117v15410,Said  Vite,2
2117v15411,Emilio  Martinez,80
2117v15412,Pedro  Santos,33
2117v15413,Laura Sanchez,7
2117v15414,Said  Vite,79
2117v15415,Laura de la cuz ,22
2117v15416,Said  Martinez,39
2117v15417,Abelardo  Mede ,10
2117v15418,Flor  Mede ,94
2117v15419,Juan  Sanchez,43
2117v15420,Flor  de la cuz ,59
2117v15421,Flor  Santos,62
2117v15422,Abelardo  Santos,53
2117v15423,Emilio  de la cuz ,74
2117v15424,Pedro  Vite,21
2117v15425,Ali  Mede ,9
2117v15426,Juan  Ontiveros,14
2117v15427,Laura Mede ,87
2117v15428,Abelardo  de la cuz ,39
2117v15429,Said  Matias,33
2117v15430,Laura Santos,18
2117v15431,Laura de la cuz ,48
2117v15432,Maria Hernandez,55
2117v15433,Emilio  Bautista,77
2117v15434,Laura Martinez,40
2117v15435,Maria Ontiveros,74
2117v15436,Laura Vite,75
2117v15437,Said  Mede ,4
2117v15438,Laura Bautista,97
2117v15439,Emilio  Sanchez,56
2117v15440,Emilio  Hernandez,53
2117v15441,Flor  Mede ,53
2117v15442,Maria de la cuz ,67
2117v15443,Maria Santos,74
2117v15444,Said  Vite,21
2117v15445,Maria Ontiveros,67
2117v15446,Laura Sanchez,92
2117v15447,Ali  Ontiveros,27
2117v15448,Flor  de la cuz ,79
2117v15449,Uriel Santos,96
2117v15450,Said  Sanchez,49
2117v15451,Ali  Bautista,54
2117v15452,Said  Hernandez,17
2117v15453,Maria Mede ,11
2117v15454,Flor  de la cuz ,97
2117v15455,Juan  Santos,5
2117v15456,Said  Hernandez,26
2117v15457,Flor  Matias,53
2117v15458,Laura Vite,78
2117v15459,Pedro  Vite,89
2117v15460,Said  Vite,43
2117v15461,Ali  Ontiveros,25
2117v15462,Maria Mede ,28
2117v15463,Abelardo  de la cuz ,26
2117v15464,Emilio  Santos,21
2117v15465,Pedro  Santos,30
2117v15466,Uriel de la cuz ,91
2117v15467,Juan  Hernandez,59
2117v15468,Juan  Matias,20
2117v15469,Flor  Matias,44
2117v15470,Emilio  Hernandez,51
2117v15471,Ali  Martinez,62
2117v15472,Emilio  Santos,89
2117v15473,Abelardo  Bautista,84
2117v15474,Emilio  Vite,97
2117v15475,Flor  Mede ,94
2117v15476,Laura Matias,13
2117v15477,Emilio  Vite,97
2117v15478,Maria Matias,21
2117v15479,Flor  Matias,33
2117v15480,Maria Ontiveros,23
2117v15481,Abelardo  Hernandez,47
2117v15482,Abelardo  de la cuz ,44
2117v15483,Ali  Matias,4
2117v15484,Uriel de la cuz ,23
2117v15485,Abelardo  de la cuz ,33
2117v15486,Uriel Ontiveros,82
2117v15487,Flor  Mede ,86
2117v15488,Uriel Bautista,65
2117v15489,Uriel Santos,44
2117v15490,Uriel Santos,44
2117v15491,Uriel Martinez,77
2117v15492,Flor  de la cuz ,79
2117v15493,Maria Hernandez,25
2117v15494,Emilio  Matias,1
2117v15495,Said  Hernandez,32
2117v15496,Maria de la cuz ,75
2117v15497,Maria Mede ,53
2117v15498,Uriel Bautista,69
2117v15499,Ali  Hernandez,61
2117v15500,Uriel Bautista,84
2117v15501,Juan  de la cuz ,17
2117v15502,Emilio  Bautista,4
2117v15503,Said  Martinez,7
2117v15504,Pedro  Bautista,4
2117v15505,Juan  Santos,8
2117v15506,Maria Mede ,63
2117v15507,Pedro  Mede ,36
2117v15508,Emilio  Sanchez,6
2117v15509,Flor  Mede ,73
2117v15510,Emilio  Santos,41
2117v15511,Uriel Sanchez,35
2117v15512,Flor  Bautista,56
2117v15513,Said  Ontiveros,92
2117v15514,Maria Santos,38
2117v15515,Juan  Martinez,6
2117v15516,Pedro  Ontiveros,4
2117v15517,Said  Santos,33
2117v15518,Abelardo  Santos,37
2117v15519,Said  Bautista,41
2117v15520,Ali  Martinez,42
2117v15521,Said  Santos,68
2117v15522,Juan  Sanchez,1
2117v15523,Said  Vite,72
2117v15524,Maria Matias,80
2117v15525,Emilio  Bautista,75
2117v15526,Emilio  Hernandez,30
2117v15527,Maria Mede ,60
2117v15528,Abelardo  Mede ,90
2117v15529,Said  Hernandez,37
2117v15530,Laura Matias,23
2117v15531,Abelardo  Mede ,24
2117v15532,Emilio  de la cuz ,31
2117v15533,Said  Bautista,30
2117v15534,Uriel Hernandez,33
2117v15535,Emilio  Santos,53
2117v15536,Emilio  Martinez,74
2117v15537,Pedro  Santos,59
2117v15538,Emilio  Hernandez,57
2117v15539,Ali  Ontiveros,39
2117v15540,Flor  Ontiveros,75
2117v15541,Ali  Ontiveros,88
2117v15542,Emilio  Vite,88
2117v15543,Flor  Bautista,52
2117v15544,Maria Sanchez,29
2117v15545,Pedro  Bautista,3
2117v15546,Pedro  Vite,6
2117v15547,Pedro  Matias,8
2117v15548,Laura Vite,40
2117v15549,Said  Martinez,77
2117v15550,Uriel Santos,87
2117v15551,Laura Hernandez,95
2117v15552,Juan  Mede ,54
2117v15553,Abelardo  Bautista,81
2117v15554,Pedro  Bautista,52
2117v15555,Juan  Matias,9
2117v15556,Ali  Santos,84
2117v15557,Abelardo  Ontiveros,38
2117v15558,Said  Hernandez,39
2117v15559,Pedro  Santos,41
2117v15560,Pedro  Matias,12
2117v15561,Said  de la cuz ,21
2117v15562,Flor  Bautista,54
2117v15563,Ali  Bautista,41
2117v15564,Flor  de la cuz ,91
2117v15565,Maria Matias,39
2117v15566,Uriel Mede ,19
2117v15567,Ali  Bautista,93
2117v15568,Pedro  Sanchez,69
2117v15569,Said  Hernandez,20
2117v15570,Said  de la cuz ,89
2117v15571,Pedro  Mede ,44
2117v15572,Emilio  de la cuz ,75
2117v15573,Ali  Vite,91
2117v15574,Ali  Hernandez,42
2117v15575,Said  de la cuz ,64
2117v15576,Uriel Hernandez,66
2117v15577,Juan  Bautista,75
2117v15578,Maria Ontiveros,16
2117v15579,Juan  Hernandez,57
2117v15580,Abelardo  Sanchez,16
2117v15581,Flor  Martinez,60
2117v15582,Juan  Matias,75
2117v15583,Abelardo  Martinez,92
2117v15584,Pedro  Matias,100
2117v15585,Maria Santos,22
2117v15586,Uriel Mede ,29
2117v15587,Maria Martinez,2
2117v15588,Maria Santos,19
2117v15589,Emilio  Matias,52
2117v15590,Juan  Ontiveros,14
2117v15591,Said  Sanchez,64
2117v15592,Uriel Mede ,54
2117v15593,Ali  Matias,82
2117v15594,Abelardo  Matias,83
2117v15595,Flor  Ontiveros,35
2117v15596,Flor  Vite,41
2117v15597,Ali  Vite,33
2117v15598,Juan  de la cuz ,33
2117v15599,Emilio  Mede ,66
2117v15600,Abelardo  Vite,61
2117v15601,Pedro  Vite,98
2117v15602,Ali  Mede ,70
2117v15603,Laura Ontiveros,76
2117v15604,Maria Vite,23
2117v15605,Maria Sanchez,63
2117v15606,Pedro  Santos,43
2117v15607,Abelardo  Matias,23
2117v15608,Abelardo  Mede ,33
2117v15609,Said  Matias,79
2117v15610,Juan  de la cuz ,11
2117v15611,Flor  Mede ,76
2117v15612,Said  Vite,98
2117v15613,Abelardo  Hernandez,65
2117v15614,Juan  Ontiveros,37
2117v15615,Emilio  Mede ,55
2117v15616,Said  Santos,17
2117v15617,Pedro  Bautista,8
2117v15618,Laura Santos,76
2117v15619,Juan  de la cuz ,70
2117v15620,Pedro  Bautista,95
2117v15621,Maria Martinez,38
2117v15622,Pedro  Sanchez,27
2117v15623,Maria Sanchez,61
2117v15624,Juan  Vite,7
2117v15625,Flor  Vite,7
2117v15626,Juan  Bautista,50
2117v15627,Uriel Hernandez,90
2117v15628,Flor  Bautista,13
2117v15629,Emilio  Mede ,41
2117v15630,Abelardo  Martinez,6
2117v15631,Emilio  de la cuz ,39
2117v15632,Abelardo  Sanchez,47
2117v15633,Abelardo  Vite,37
2117v15634,Emilio  Santos,53
2117v15635,Juan  Mede ,86
2117v15636,Pedro  Santos,91
2117v15637,Uriel Mede ,12
2117v15638,Said  Vite,67
2117v15639,Uriel Vite,17
2117v15640,Pedro  Matias,5
2117v15641,Laura Hernandez,35
2117v15642,Flor  Hernandez,21
2117v15643,Laura Martinez,75
2117v15644,Emilio  Martinez,57
2117v15645,Abelardo  Martinez,25
2117v15646,Laura Mede ,17
2117v15647,Said  Matias,11
2117v15648,Flor  Mede ,23
2117v15649,Maria Martinez,1
2117v15650,Abelardo  Santos,65
2117v15651,Juan  Mede ,76
2117v15652,Ali  Sanchez,7
2117v15653,Emilio  Santos,97
2117v15654,Laura Santos,73
2117v15655,Emilio  Bautista,13
2117v15656,Emilio  Ontiveros,3
2117v15657,Flor  Mede ,92
2117v15658,Said  Matias,8
2117v15659,Uriel Vite,100
2117v15660,Abelardo  Martinez,72
2117v15661,Flor  Sanchez,56
2117v15662,Maria Vite,4
2117v15663,Flor  Vite,27
2117v15664,Abelardo  de la cuz ,91
2117v15665,Flor  Bautista,28
2117v15666,Said  Vite,58
2117v15667,Pedro  Bautista,72
2117v15668,Laura de la cuz ,54
2117v15669,Said  Mede ,82
2117v15670,Laura Santos,61
2117v15671,Flor  Martinez,23
2117v15672,Emilio  Sanchez,73
2117v15673,Emilio  Vite,71
2117v15674,Emilio  Martinez,80
2117v15675,Laura Mede ,79
2117v15676,Emilio  de la cuz ,41
2117v15677,Pedro  Martinez,9
2117v15678,Juan  Bautista,95
2117v15679,Juan  Hernandez,88
2117v15680,Said  Sanchez,29
2117v15681,Uriel Ontiveros,64
2117v15682,Emilio  Sanchez,74
2117v15683,Laura Ontiveros,90
2117v15684,Ali  Matias,38
2117v15685,Flor  Matias,89
2117v15686,Uriel Bautista,91
2117v15687,Ali  Santos,4
2117v15688,Flor  Vite,26
2117v15689,Said  Martinez,3
2117v15690,Abelardo  Sanchez,76
2117v15691,Emilio  Mede ,91
2117v15692,Pedro  Mede ,99
2117v15693,Said  Matias,51
2117v15694,Pedro  Vite,5
2117v15695,Maria Matias,11
2117v15696,Abelardo  Bautista,79
2117v15697,Abelardo  Vite,32
2117v15698,Laura Sanchez,61
2117v15699,Abelardo  Ontiveros,72
2117v15700,Flor  Mede ,62
2117v15701,Ali  Bautista,98
2117v15702,Maria Matias,26
2117v15703,Abelardo  Vite,18
2117v15704,Abelardo  Sanchez,21
2117v15705,Uriel Martinez,3
2117v15706,Abelardo  de la cuz ,36
2117v15707,Said  Matias,12
2117v15708,Flor  Matias,2
2117v15709,Pedro  Vite,57
2117v15710,Juan  Bautista,98
2117v15711,Said  Matias,25
2117v15712,Uriel Sanchez,23
2117v15713,Said  Hernandez,88
2117v15714,Flor  Santos,87
2117v15715,Said  Martinez,82
2117v15716,Said  Bautista,39
2117v15717,Maria Matias,29
2117v15718,Said  Santos,95
2117v15719,Pedro  Bautista,63
2117v15720,Maria Sanchez,90
2117v15721,Said  Sanchez,41
2117v15722,Uriel de la cuz ,76
2117v15723,Laura Matias,14
2117v15724,Maria Mede ,51
2117v15725,Juan  Sanchez,98
2117v15726,Ali  Bautista,98
2117v15727,Laura Vite,46
2117v15728,Ali  Bautista,3
2117v15729,Pedro  Mede ,80
2117v15730,Flor  de la cuz ,54
2117v15731,Laura Bautista,79
2117v15732,Flor  Vite,23
2117v15733,Pedro  Sanchez,98
2117v15734,Laura Ontiveros,55
2117v15735,Flor  Martinez,97
2117v15736,Maria Hernandez,12
2117v15737,Said  Santos,98
2117v15738,Ali  de la cuz ,79
2117v15739,Abelardo  de la cuz ,5
2117v15740,Uriel Santos,65
2117v15741,Laura Hernandez,87
2117v15742,Uriel Bautista,14
2117v15743,Laura Bautista,27
2117v15744,Juan  de la cuz ,17
2117v15745,Pedro  Vite,71
2117v15746,Ali  Bautista,97
2117v15747,Uriel de la cuz ,57
2117v15748,Maria Santos,25
2117v15749,Pedro  Hernandez,87
2117v15750,Uriel Santos,10
2117v15751,Laura Ontiveros,13
2117v15752,Emilio  Matias,70
2117v15753,Laura de la cuz ,53
2117v15754,Maria de la cuz ,45
2117v15755,Maria Mede ,66
2117v15756,Maria Santos,18
2117v15757,Emilio  Hernandez,46
2117v15758,Uriel Matias,14
2117v15759,Ali  Vite,79
2117v15760,Maria Martinez,68
2117v15761,Abelardo  Matias,98
2117v15762,Uriel Martinez,42
2117v15763,Pedro  Ontiveros,7
2117v15764,Flor  Sanchez,53
2117v15765,Emilio  Ontiveros,22
2117v15766,Juan  Martinez,76
2117v15767,Pedro  Martinez,78
2117v15768,Abelardo  Sanchez,96
2117v15769,Juan  Vite,66
2117v15770,Juan  de la cuz ,78
2117v15771,Abelardo  Matias,1
2117v15772,Said  Mede ,50
2117v15773,Maria Hernandez,49
2117v15774,Abelardo  Bautista,54
2117v15775,Uriel Martinez,18
2117v15776,Ali  Mede ,10
2117v15777,Emilio  Bautista,19
2117v15778,Said  Vite,29
2117v15779,Said  Bautista,49
2117v15780,Said  Bautista,64
2117v15781,Maria Matias,79
2117v15782,Laura Sanchez,68
2117v15783,Emilio  Sanchez,52
2117v15784,Pedro  Ontiveros,30
2117v15785,Uriel Bautista,44
2117v15786,Juan  Vite,19
2117v15787,Maria de la cuz ,53
2117v15788,Maria Hernandez,3
2117v15789,Pedro  de la cuz ,74
2117v15790,Laura Bautista,43
2117v15791,Abelardo  Ontiveros,74
2117v15792,Juan  Bautista,24
2117v15793,Emilio  Mede ,59
2117v15794,Uriel Hernandez,12
2117v15795,Laura Matias,56
2117v15796,Said  Vite,36
2117v15797,Flor  Sanchez,77
2117v15798,Pedro  Santos,51
2117v15799,Emilio  Matias,19
2117v15800,Emilio  Mede ,52
2117v15801,Emilio  Vite,34
2117v15802,Ali  Mede ,60
2117v15803,Pedro  Bautista,19
2117v15804,Uriel Hernandez,99
2117v15805,Said  Ontiveros,56
2117v15806,Ali  Ontiveros,50
2117v15807,Laura Sanchez,29
2117v15808,Maria Bautista,59
2117v15809,Flor  Mede ,65
2117v15810,Juan  Matias,18
2117v15811,Juan  Bautista,47
2117v15812,Pedro  Mede ,43
2117v15813,Abelardo  Hernandez,47
2117v15814,Maria Hernandez,43
2117v15815,Juan  Sanchez,20
2117v15816,Emilio  de la cuz ,9
2117v15817,Emilio  Hernandez,30
2117v15818,Maria Sanchez,54
2117v15819,Said  Vite,37
2117v15820,Abelardo  Bautista,51
2117v15821,Uriel Vite,13
2117v15822,Flor  Hernandez,55
2117v15823,Juan  Bautista,73
2117v15824,Maria de la cuz ,6
2117v15825,Maria Sanchez,5
2117v15826,Flor  Santos,51
2117v15827,Abelardo  Sanchez,25
2117v15828,Pedro  Mede ,20
2117v15829,Juan  Matias,43
2117v15830,Maria Hernandez,49
2117v15831,Flor  Bautista,93
2117v15832,Laura Vite,83
2117v15833,Pedro  Santos,12
2117v15834,Laura Santos,22
2117v15835,Emilio  Martinez,58
2117v15836,Emilio  Matias,48
2117v15837,Flor  Hernandez,31
2117v15838,Maria Mede ,18
2117v15839,Flor  Martinez,100
2117v15840,Ali  Martinez,17
2117v15841,Said  Martinez,39
2117v15842,Maria de la cuz ,45
2117v15843,Ali  Ontiveros,93
2117v15844,Maria Matias,32
2117v15845,Pedro  Vite,76
2117v15846,Flor  Martinez,8
2117v15847,Emilio  Vite,21
2117v15848,Flor  Martinez,52
2117v15849,Uriel Ontiveros,61
2117v15850,Abelardo  Mede ,82
2117v15851,Uriel Bautista,93
2117v15852,Abelardo  Mede ,89
2117v15853,Said  de la cuz ,91
2117v15854,Emilio  Santos,100
2117v15855,Uriel Matias,80
2117v15856,Flor  Sanchez,2
2117v15857,Maria Hernandez,100
2117v15858,Ali  Bautista,51
2117v15859,Ali  de la cuz ,20
2117v15860,Uriel Martinez,69
2117v15861,Uriel Matias,81
2117v15862,Uriel Matias,94
2117v15863,Abelardo  Mede ,80
2117v15864,Juan  Santos,62
2117v15865,Said  Vite,15
2117v15866,Maria Bautista,14
2117v15867,Juan  Santos,40
2117v15868,Emilio  Matias,7
2117v15869,Ali  Sanchez,26
2117v15870,Juan  de la cuz ,15
2117v15871,Uriel Vite,73
2117v15872,Juan  Bautista,25
2117v15873,Maria Hernandez,63
2117v15874,Flor  Ontiveros,21
2117v15875,Emilio  Bautista,56
2117v15876,Abelardo  Matias,55
2117v15877,Uriel Matias,88
2117v15878,Juan  Ontiveros,1
2117v15879,Maria Vite,32
2117v15880,Ali  Vite,43
2117v15881,Maria Mede ,32
2117v15882,Said  Mede ,33
2117v15883,Emilio  de la cuz ,77
2117v15884,Emilio  Ontiveros,79
2117v15885,Ali  Santos,49
2117v15886,Abelardo  Bautista,43
2117v15887,Laura Ontiveros,90
2117v15888,Abelardo  Vite,73
2117v15889,Maria Santos,77
2117v15890,Said  Bautista,29
2117v15891,Abelardo  Bautista,10
2117v15892,Flor  Bautista,4
2117v15893,Pedro  Santos,23
2117v15894,Abelardo  Santos,57
2117v15895,Pedro  Santos,9
2117v15896,Juan  Matias,13
2117v15897,Pedro  de la cuz ,35
2117v15898,Ali  Hernandez,23
2117v15899,Laura Mede ,82
2117v15900,Abelardo  Santos,30
2117v15901,Emilio  Sanchez,86
2117v15902,Uriel Martinez,66
2117v15903,Juan  Martinez,25
2117v15904,Uriel de la cuz ,24
2117v15905,Maria Mede ,59
2117v15906,Said  Bautista,99
2117v15907,Pedro  Bautista,13
2117v15908,Maria Bautista,65
2117v15909,Laura Bautista,2
2117v15910,Ali  Ontiveros,76
2117v15911,Uriel Sanchez,4
2117v15912,Maria Bautista,54
2117v15913,Emilio  Mede ,51
2117v15914,Laura Ontiveros,61
2117v15915,Flor  Vite,61
2117v15916,Juan  Matias,7
2117v15917,Maria Ontiveros,38
2117v15918,Uriel Matias,11
2117v15919,Uriel Martinez,70
2117v15920,Juan  Hernandez,84
2117v15921,Juan  Matias,34
2117v15922,Maria Sanchez,8
2117v15923,Said  Matias,88
2117v15924,Said  Hernandez,83
2117v15925,Flor  Hernandez,98
2117v15926,Juan  Santos,7
2117v15927,Flor  Ontiveros,62
2117v15928,Flor  Hernandez,10
2117v15929,Flor  Vite,7
2117v15930,Uriel Martinez,19
2117v15931,Maria Matias,39
2117v15932,Abelardo  Martinez,15
2117v15933,Laura Matias,73
2117v15934,Juan  Matias,99
2117v15935,Said  Mede ,76
2117v15936,Uriel Matias,53
2117v15937,Juan  de la cuz ,88
2117v15938,Uriel Santos,57
2117v15939,Said  Bautista,13
2117v15940,Pedro  Bautista,83
2117v15941,Abelardo  Vite,12
2117v15942,Emilio  Mede ,81
2117v15943,Said  Bautista,68
2117v15944,Juan  Matias,93
2117v15945,Abelardo  Martinez,24
2117v15946,Abelardo  Matias,67
2117v15947,Maria Ontiveros,74
2117v15948,Abelardo  Mede ,27
2117v15949,Said  Mede ,45
2117v15950,Ali  Sanchez,85
2117v15951,Pedro  Sanchez,64
2117v15952,Flor  Santos,3
2117v15953,Ali  Vite,46
2117v15954,Pedro  Sanchez,34
2117v15955,Ali  de la cuz ,13
2117v15956,Uriel Santos,43
2117v15957,Laura Santos,91
2117v15958,Maria Vite,67
2117v15959,Abelardo  Sanchez,44
2117v15960,Emilio  de la cuz ,60
2117v15961,Said  Sanchez,7
2117v15962,Uriel Sanchez,75
2117v15963,Laura Matias,43
2117v15964,Abelardo  Hernandez,28
2117v15965,Abelardo  Ontiveros,92
2117v15966,Flor  Ontiveros,76
2117v15967,Emilio  Hernandez,84
2117v15968,Maria Santos,15
2117v15969,Pedro  Sanchez,78
2117v15970,Juan  Ontiveros,25
2117v15971,Emilio  Bautista,40
2117v15972,Emilio  Ontiveros,58
2117v15973,Abelardo  Bautista,57
2117v15974,Pedro  Hernandez,37
2117v15975,Emilio  Santos,52
2117v15976,Pedro  Mede ,20
2117v15977,Maria Bautista,53
2117v15978,Flor  Matias,47
2117v15979,Abelardo  Sanchez,62
2117v15980,Pedro  de la cuz ,55
2117v15981,Flor  Mede ,4
2117v15982,Ali  Mede ,50
2117v15983,Uriel Vite,76
2117v15984,Maria Hernandez,9
2117v15985,Pedro  Santos,49
2117v15986,Maria Matias,36
2117v15987,Maria Martinez,73
2117v15988,Juan  de la cuz ,11
2117v15989,Abelardo  Santos,2
2117v15990,Emilio  Mede ,74
2117v15991,Laura Sanchez,62
2117v15992,Maria Mede ,99
2117v15993,Flor  Santos,76
2117v15994,Maria Bautista,24
2117v15995,Pedro  Matias,79
2117v15996,Ali  Ontiveros,41
2117v15997,Maria Bautista,56
2117v15998,Maria Santos,99
2117v15999,Laura Santos,68
2117v16000,Ali  Matias,40
2117v16001,Maria Vite,36
2117v16002,Pedro  Matias,11
2117v16003,Laura Bautista,94
2117v16004,Abelardo  Santos,88
2117v16005,Emilio  Mede ,55
2117v16006,Emilio  Martinez,86
2117v16007,Ali  Bautista,88
2117v16008,Maria Ontiveros,33
2117v16009,Pedro  Sanchez,6
2117v16010,Uriel Santos,81
2117v16011,Emilio  Hernandez,94
2117v16012,Said  Sanchez,68
2117v16013,Flor  Sanchez,14
2117v16014,Laura Matias,80
2117v16015,Maria Mede ,87
2117v16016,Maria Bautista,10
2117v16017,Juan  Martinez,13
2117v16018,Emilio  Ontiveros,55
2117v16019,Emilio  Ontiveros,47
2117v16020,Ali  Sanchez,90
2117v16021,Pedro  Martinez,7
2117v16022,Juan  Sanchez,90
2117v16023,Uriel Sanchez,64
2117v16024,Juan  Martinez,10
2117v16025,Uriel Ontiveros,69
2117v16026,Said  Ontiveros,26
2117v16027,Abelardo  Sanchez,23
2117v16028,Juan  Mede ,88
2117v16029,Abelardo  Santos,79
2117v16030,Juan  Vite,28
2117v16031,Juan  Martinez,43
2117v16032,Said  Mede ,6
2117v16033,Emilio  Mede ,28
2117v16034,Uriel Hernandez,77
2117v16035,Laura Bautista,86
2117v16036,Ali  de la cuz ,11
2117v16037,Maria Bautista,49
2117v16038,Pedro  Ontiveros,14
2117v16039,Ali  Mede ,4
2117v16040,Maria Bautista,18
2117v16041,Abelardo  de la cuz ,11
2117v16042,Laura Vite,71
2117v16043,Ali  Martinez,61
2117v16044,Juan  Vite,83
2117v16045,Abelardo  Ontiveros,71
2117v16046,Flor  Vite,48
2117v16047,Pedro  Mede ,20
2117v16048,Ali  Ontiveros,88
2117v16049,Flor  Ontiveros,39
2117v16050,Said  Matias,77
2117v16051,Pedro  de la cuz ,87
2117v16052,Laura Mede ,77
2117v16053,Maria Vite,91
2117v16054,Flor  Ontiveros,46
2117v16055,Abelardo  Mede ,7
2117v16056,Laura Mede ,57
2117v16057,Flor  Sanchez,6
2117v16058,Said  Hernandez,68
2117v16059,Flor  Martinez,39
2117v16060,Abelardo  Vite,43
2117v16061,Uriel Santos,13
2117v16062,Ali  Ontiveros,33
2117v16063,Maria Sanchez,3
2117v16064,Juan  Hernandez,13
2117v16065,Flor  Matias,84
2117v16066,Ali  Santos,15
2117v16067,Uriel Hernandez,96
2117v16068,Uriel Matias,6
2117v16069,Uriel Matias,16
2117v16070,Abelardo  Hernandez,34
2117v16071,Pedro  Martinez,33
2117v16072,Laura Martinez,9
2117v16073,Abelardo  Mede ,54
2117v16074,Flor  Sanchez,78
2117v16075,Abelardo  Santos,17
2117v16076,Juan  Mede ,21
2117v16077,Said  Matias,92
2117v16078,Maria Bautista,92
2117v16079,Ali  Martinez,90
2117v16080,Pedro  Bautista,80
2117v16081,Emilio  Vite,90
2117v16082,Maria Bautista,24
2117v16083,Pedro  Hernandez,95
2117v16084,Uriel Matias,79
2117v16085,Laura Santos,61
2117v16086,Flor  Bautista,58
2117v16087,Ali  Hernandez,75
2117v16088,Flor  Bautista,71
2117v16089,Uriel Santos,22
2117v16090,Emilio  Vite,62
2117v16091,Ali  Hernandez,67
2117v16092,Pedro  Bautista,23
2117v16093,Said  Ontiveros,80
2117v16094,Abelardo  Vite,75
2117v16095,Abelardo  Vite,63
2117v16096,Flor  Matias,9
2117v16097,Ali  Matias,95
2117v16098,Abelardo  de la cuz ,44
2117v16099,Emilio  Ontiveros,62
2117v16100,Ali  Hernandez,30
2117v16101,Flor  Sanchez,98
2117v16102,Uriel Santos,40
2117v16103,Uriel Mede ,74
2117v16104,Maria Sanchez,51
2117v16105,Pedro  Ontiveros,84
2117v16106,Uriel de la cuz ,2
2117v16107,Emilio  Bautista,32
2117v16108,Maria Matias,68
2117v16109,Laura de la cuz ,67
2117v16110,Said  de la cuz ,63
2117v16111,Abelardo  Sanchez,10
2117v16112,Ali  Mede ,84
2117v16113,Said  Mede ,43
2117v16114,Laura Santos,32
2117v16115,Maria Matias,2
2117v16116,Maria Martinez,5
2117v16117,Flor  Bautista,24
2117v16118,Emilio  Santos,40
2117v16119,Ali  Bautista,15
2117v16120,Said  Martinez,6
2117v16121,Juan  Ontiveros,59
2117v16122,Said  Matias,15
2117v16123,Said  Santos,12
2117v16124,Uriel Matias,49
2117v16125,Maria Vite,33
2117v16126,Pedro  Bautista,40
2117v16127,Laura Hernandez,73
2117v16128,Pedro  Bautista,59
2117v16129,Pedro  Matias,24
2117v16130,Maria Ontiveros,86
2117v16131,Abelardo  Ontiveros,16
2117v16132,Ali  Martinez,35
2117v16133,Abelardo  de la cuz ,45
2117v16134,Ali  de la cuz ,60
2117v16135,Maria Vite,77
2117v16136,Uriel Hernandez,76
2117v16137,Uriel Sanchez,52
2117v16138,Pedro  Vite,31
2117v16139,Uriel Bautista,36
2117v16140,Laura Martinez,41
